Unnamed: 0,Nom,Cognoms,País d'origen,Ciutat,Dia,Mes,Any,Gènere,Salari mensual,Fills,No Fills,Grup Professional,Nom_Cognom,Nascuda_Espanya,Data de naixament,Edat
623,Pau,Sánchez,Espanya,Bilbao,20,5,1994,Home,2252.16,Si,,Grup B,Pau Sánchez,Si,1994-05-20,31
625,Maria,Pereira Pereira,Portugal,Porto,19,6,1980,Dona,1730.5199999999998,No,1.0,Grup B,Maria Pereira Pereira,No,1980-06-19,45
626,Joan,Romero López,Espanya,Barcelona,11,1,1950,Home,2051.37,Si,,Grup B,Joan Romero López,Si,1950-01-11,76
628,Laia,Castells Martínez,Espanya,Madrid,8,4,1975,Dona,1492.4699999999998,No,1.0,Grup B,Laia Castells Martínez,Si,1975-04-08,50
631,Marta,García,Espanya,Bilbao,23,2,1999,Dona,1635.3,Si,,Grup B,Marta García,Si,1999-02-23,26
632,Marc,Romero,Espanya,Sevilla,2,11,1975,Home,1623.915,No,1.0,Grup B,Marc Romero,Si,1975-11-02,50
633,Arnau,Martínez,Espanya,Madrid,20,12,1999,Home,2173.5,No,1.0,Grup B,Arnau Martínez,Si,1999-12-20,26
635,Carla,Sánchez,Espanya,València,17,8,1975,Dona,1560.78,Si,,Grup B,Carla Sánchez,Si,1975-08-17,50
637,Eva,López Sánchez,Espanya,València,25,4,1987,Dona,2159.0099999999998,No,1.0,Grup B,Eva López Sánchez,Si,1987-04-25,38
640,Lucas,Álvarez,Argentina,Buenos Aires,22,3,1984,Home,1728.4499999999998,No,1.0,Grup B,Lucas Álvarez,No,1984-03-22,41
641,Núria,Martínez Castells,Espanya,Sevilla,8,12,1962,Dona,1345.5,No,1.0,Grup B,Núria Martínez Castells,Si,1962-12-08,63
645,Jonas,Schneider Schmidt,Alemanya,Hamburg,15,8,1983,Home,1527.6599999999999,Si,,Grup B,Jonas Schneider Schmidt,No,1983-08-15,42
655,Pau,Martínez García,Espanya,Barcelona,15,11,1989,Home,2332.89,No,1.0,Grup B,Pau Martínez García,Si,1989-11-15,36
656,Sofia,Oliveira,Portugal,Lisboa,2,4,1998,Dona,2076.21,No,1.0,Grup B,Sofia Oliveira,No,1998-04-02,27
657,Beatriz,Ferreira,Portugal,Porto,11,5,1950,Altres,1629.09,Si,,Grup B,Beatriz Ferreira,No,1950-05-11,75
659,Joan,Romero Martínez,Espanya,Bilbao,16,2,1996,Home,1913.715,No,1.0,Grup B,Joan Romero Martínez,Si,1996-02-16,29
661,Miguel,González Cruz,Mèxic,Ciutat de Mèxic,7,8,1965,Home,2122.785,No,1.0,Grup B,Miguel González Cruz,No,1965-08-07,60
662,Eva,Martínez,Espanya,Madrid,13,6,1994,Dona,1189.215,No,1.0,Grup B,Eva Martínez,Si,1994-06-13,31
669,Carla,Romero,Espanya,Barcelona,17,6,1998,Dona,1847.475,Si,,Grup B,Carla Romero,Si,1998-06-17,27
673,Jordi,García Castells,Espanya,València,4,7,1970,Home,1912.6799999999998,Si,,Grup B,Jordi García Castells,Si,1970-07-04,55
676,Maria,Ferreira Ferreira,Portugal,Porto,4,3,1996,Dona,1962.36,Si,,Grup B,Maria Ferreira Ferreira,No,1996-03-04,29
677,Núria,Martínez,Espanya,València,26,9,1958,Dona,1978.9199999999998,No,1.0,Grup B,Núria Martínez,Si,1958-09-26,67
679,Jean,Dubois Moreau,França,Marsella,7,12,1967,Home,2008.935,No,1.0,Grup B,Jean Dubois Moreau,No,1967-12-07,58
680,Eva,Ferrer,Espanya,Madrid,22,5,1997,Dona,1268.9099999999999,No,1.0,Grup B,Eva Ferrer,Si,1997-05-22,28
683,Andrés,González,Mèxic,Guadalajara,13,10,1977,Home,1794.6899999999998,No,1.0,Grup B,Andrés González,No,1977-10-13,48
690,Valentina,Gutiérrez Rojas,Colòmbia,Medellín,2,10,1959,Dona,1788.4799999999998,Si,,Grup B,Valentina Gutiérrez Rojas,No,1959-10-02,66
697,Toni,Sánchez Sánchez,Espanya,València,20,1,1989,Home,2373.2549999999997,No,1.0,Grup B,Toni Sánchez Sánchez,Si,1989-01-20,37
698,Arnau,Martínez Sánchez,Espanya,Barcelona,20,6,1971,Home,1421.0549999999998,No,1.0,Grup B,Arnau Martínez Sánchez,Si,1971-06-20,54
699,Toni,Sánchez,Espanya,Madrid,6,3,1996,Home,2123.8199999999997,No,1.0,Grup B,Toni Sánchez,Si,1996-03-06,29
701,Oriol,Romero López,Espanya,Bilbao,3,5,1951,Home,2117.6099999999997,No,1.0,Grup B,Oriol Romero López,Si,1951-05-03,74
704,Sofia,Silva Oliveira,Portugal,Lisboa,13,8,1977,,1499.715,No,1.0,Grup B,Sofia Silva Oliveira,No,1977-08-13,48
705,Tomás,Gómez,Argentina,Buenos Aires,3,10,1972,Home,1506.9599999999998,No,1.0,Grup B,Tomás Gómez,No,1972-10-03,53
706,Carla,Castells,Espanya,Barcelona,24,10,1962,Dona,1291.6799999999998,Si,,Grup B,Carla Castells,Si,1962-10-24,63
714,Laia,López,Espanya,Madrid,15,10,1978,Dona,1497.645,Si,,Grup B,Laia López,Si,1978-10-15,47
715,Giovanni,Ferrari,Itàlia,Torí,8,2,1964,Home,1519.3799999999999,No,1.0,Grup B,Giovanni Ferrari,No,1964-02-08,61
716,Núria,Romero,Espanya,Barcelona,24,12,1970,Dona,2006.8649999999998,No,1.0,Grup B,Núria Romero,Si,1970-12-24,55
727,Arnau,Ferrer Romero,Espanya,Madrid,2,7,1975,Home,2272.8599999999997,No,1.0,Grup B,Arnau Ferrer Romero,Si,1975-07-02,50
731,Núria,Castells Ferrer,Espanya,Sevilla,13,10,2005,Dona,2130.0299999999997,No,1.0,Grup B,Núria Castells Ferrer,Si,2005-10-13,20
734,Matías,Rodríguez Gómez,Argentina,Buenos Aires,28,9,1957,Home,1514.205,Si,,Grup B,Matías Rodríguez Gómez,No,1957-09-28,68
735,Laia,Sánchez,Espanya,Barcelona,27,1,1965,Dona,1941.6599999999999,Si,,Grup B,Laia Sánchez,Si,1965-01-27,61
740,Matías,Álvarez,Argentina,Còrdova,24,8,1954,Home,1745.0099999999998,Si,,Grup B,Matías Álvarez,No,1954-08-24,71
742,Florencia,Gómez Fernández,Argentina,Còrdova,12,7,1992,Dona,1288.5749999999998,No,1.0,Grup B,Florencia Gómez Fernández,No,1992-07-12,33
745,Marta,Sánchez Romero,Espanya,Barcelona,5,6,1993,Dona,1366.1999999999998,No,1.0,Grup B,Marta Sánchez Romero,Si,1993-06-05,32
753,Pau,Romero Martínez,Espanya,Barcelona,16,9,1974,Home,1814.3549999999998,No,1.0,Grup B,Pau Romero Martínez,Si,1974-09-16,51
756,Gabriela,González Cruz,Mèxic,Ciutat de Mèxic,20,2,1985,,1638.405,No,1.0,Grup B,Gabriela González Cruz,No,1985-02-20,40
758,Laia,Castells,Espanya,Bilbao,23,4,1998,Dona,1850.58,Si,,Grup B,Laia Castells,Si,1998-04-23,27
759,Clara,López,Espanya,Madrid,12,5,1989,Dona,1449.0,No,1.0,Grup B,Clara López,Si,1989-05-12,36
763,Laia,Sánchez,Espanya,Bilbao,19,5,1970,Altres,2056.5449999999996,Si,,Grup B,Laia Sánchez,Si,1970-05-19,55
766,João,Silva,Portugal,Porto,23,10,1970,Home,2053.44,Si,,Grup B,João Silva,No,1970-10-23,55
767,Antoine,Lefevre Girard,França,Marsella,22,12,1981,Home,1676.6999999999998,Si,,Grup B,Antoine Lefevre Girard,No,1981-12-22,44
768,Michel,Moreau,França,Marsella,27,6,1978,Home,2157.975,Si,,Grup B,Michel Moreau,No,1978-06-27,47
772,Joan,López,Espanya,València,15,10,1982,Home,2370.1499999999996,No,1.0,Grup B,Joan López,Si,1982-10-15,43
773,Marta,López López,Espanya,Sevilla,24,2,1986,Dona,1337.2199999999998,No,1.0,Grup B,Marta López López,Si,1986-02-24,39
778,Laia,López López,Espanya,València,8,5,1962,Dona,1281.33,Si,,Grup B,Laia López López,Si,1962-05-08,63
779,Pau,López Martínez,Espanya,Sevilla,17,12,1958,Home,1458.3149999999998,No,1.0,Grup B,Pau López Martínez,Si,1958-12-17,67
782,Eva,López Ferrer,Espanya,Bilbao,24,12,1952,Dona,2086.56,No,1.0,Grup B,Eva López Ferrer,Si,1952-12-24,73
783,Clara,García Ferrer,Espanya,Barcelona,10,10,1956,Dona,2055.5099999999998,No,1.0,Grup B,Clara García Ferrer,Si,1956-10-10,69
789,Núria,López,Espanya,Sevilla,14,4,1969,Dona,1848.5099999999998,No,1.0,Grup B,Núria López,Si,1969-04-14,56
793,Clara,Martínez Romero,Espanya,València,1,10,1975,Dona,2047.2299999999998,Si,,Grup B,Clara Martínez Romero,Si,1975-10-01,50
795,Camille,Moreau Moreau,França,Lió,16,7,1993,Dona,2030.6699999999998,No,1.0,Grup B,Camille Moreau Moreau,No,1993-07-16,32
796,William,Smith Smith,Regne Unit,Londres,1,12,1952,Home,1700.5049999999999,Si,,Grup B,William Smith Smith,No,1952-12-01,73
798,Arnau,Romero,Espanya,Bilbao,18,11,1967,Home,1755.36,No,1.0,Grup B,Arnau Romero,Si,1967-11-18,58
799,Jordi,Martínez Ferrer,Espanya,València,17,6,1950,Home,2360.835,Si,,Grup B,Jordi Martínez Ferrer,Si,1950-06-17,75
808,Laia,Martínez,Espanya,Madrid,9,9,1977,Dona,2124.855,No,1.0,Grup B,Laia Martínez,Si,1977-09-09,48
809,Oriol,Sánchez,Espanya,Sevilla,1,4,1969,Home,1472.8049999999998,No,1.0,Grup B,Oriol Sánchez,Si,1969-04-01,56
810,Laia,Sánchez Sánchez,Espanya,València,25,9,1995,,1403.4599999999998,No,1.0,Grup B,Laia Sánchez Sánchez,Si,1995-09-25,30
811,Daniela,Castro,Colòmbia,Bogotà,9,3,1980,Dona,1728.4499999999998,Si,,Grup B,Daniela Castro,No,1980-03-09,45
812,Toni,Castells,Espanya,Bilbao,25,7,1966,Home,2206.62,No,1.0,Grup B,Toni Castells,Si,1966-07-25,59
816,Rui,Oliveira Silva,Portugal,Lisboa,25,8,1992,Home,1727.415,No,1.0,Grup B,Rui Oliveira Silva,No,1992-08-25,33
818,Marta,Romero Romero,Espanya,Sevilla,24,9,1991,Dona,1687.05,No,1.0,Grup B,Marta Romero Romero,Si,1991-09-24,34
819,Anna,Ferrer,Espanya,Barcelona,25,11,1967,Dona,1457.28,No,1.0,Grup B,Anna Ferrer,Si,1967-11-25,58
821,Chloé,Moreau,França,Lió,21,2,1989,Dona,1491.435,No,1.0,Grup B,Chloé Moreau,No,1989-02-21,36
822,Joan,Sánchez,Espanya,Bilbao,13,12,1974,Altres,1880.5949999999998,No,1.0,Grup B,Joan Sánchez,Si,1974-12-13,51
831,Joan,Sánchez Sánchez,Espanya,Madrid,28,7,2005,,1482.12,No,1.0,Grup B,Joan Sánchez Sánchez,Si,2005-07-28,20
833,Pau,García López,Espanya,Sevilla,22,8,1996,Home,1395.1799999999998,Si,,Grup B,Pau García López,Si,1996-08-22,29
835,Arnau,García Ferrer,Espanya,València,20,1,1951,Home,2116.575,No,1.0,Grup B,Arnau García Ferrer,Si,1951-01-20,75
840,Marta,López,Espanya,Barcelona,4,6,2002,Dona,1210.9499999999998,Si,,Grup B,Marta López,Si,2002-06-04,23
841,Anna,López Sánchez,Espanya,Barcelona,19,9,1963,Dona,1494.54,Si,,Grup B,Anna López Sánchez,Si,1963-09-19,62
842,Marc,Romero,Espanya,Barcelona,16,8,1986,Home,1721.205,No,1.0,Grup B,Marc Romero,Si,1986-08-16,39
845,Pau,Ferrer Ferrer,Espanya,València,9,11,1991,Home,1444.86,Si,,Grup B,Pau Ferrer Ferrer,Si,1991-11-09,34
846,Alessia,Russo Russo,Itàlia,Roma,14,2,1983,Dona,1405.53,No,1.0,Grup B,Alessia Russo Russo,No,1983-02-14,42
851,Núria,Sánchez García,Espanya,Madrid,14,1,1966,Dona,2027.5649999999998,Si,,Grup B,Núria Sánchez García,Si,1966-01-14,60
852,Michel,Moreau,França,Lió,12,12,1992,Home,2072.0699999999997,Si,,Grup B,Michel Moreau,No,1992-12-12,33
853,Jordi,García,Espanya,Bilbao,11,1,1970,Home,1757.4299999999998,Si,,Grup B,Jordi García,Si,1970-01-11,56
855,Joan,López Castells,Espanya,Barcelona,1,4,1984,,1609.425,Si,,Grup B,Joan López Castells,Si,1984-04-01,41
858,Laia,Romero,Espanya,Sevilla,16,11,1962,Dona,1253.385,Si,,Grup B,Laia Romero,Si,1962-11-16,63
859,Marta,Romero,Espanya,Bilbao,25,7,1973,Dona,1887.84,No,1.0,Grup B,Marta Romero,Si,1973-07-25,52
861,Eva,Sánchez,Espanya,València,18,2,1971,Dona,2160.0449999999996,No,1.0,Grup B,Eva Sánchez,Si,1971-02-18,54
866,Núria,Romero López,Espanya,Bilbao,15,6,1999,,1693.2599999999998,Si,,Grup B,Núria Romero López,Si,1999-06-15,26
868,Toni,Sánchez,Espanya,Bilbao,26,9,1992,Home,1405.53,No,1.0,Grup B,Toni Sánchez,Si,1992-09-26,33
870,Jordi,Romero,Espanya,Barcelona,12,12,1950,Home,2331.855,Si,,Grup B,Jordi Romero,Si,1950-12-12,75
877,Marc,Martínez,Espanya,Bilbao,7,7,1988,Home,2033.7749999999999,No,1.0,Grup B,Marc Martínez,Si,1988-07-07,37
880,Pau,Ferrer,Espanya,Madrid,24,11,1997,Home,2300.805,No,1.0,Grup B,Pau Ferrer,Si,1997-11-24,28
883,Arnau,Ferrer,Espanya,Bilbao,20,5,1961,Home,1392.0749999999998,No,1.0,Grup B,Arnau Ferrer,Si,1961-05-20,64
884,Oriol,Martínez López,Espanya,Barcelona,24,6,1980,Home,2136.24,No,1.0,Grup B,Oriol Martínez López,Si,1980-06-24,45
885,Oriol,Martínez,Espanya,València,21,12,1986,Home,1826.7749999999999,No,1.0,Grup B,Oriol Martínez,Si,1986-12-21,39
893,Joan,García,Espanya,Sevilla,23,3,2003,,1651.86,Si,,Grup B,Joan García,Si,2003-03-23,22
894,Pau,Martínez Romero,Espanya,Barcelona,26,7,1986,Home,1799.8649999999998,No,1.0,Grup B,Pau Martínez Romero,Si,1986-07-26,39
897,Arnau,García Ferrer,Espanya,Barcelona,1,6,1979,Home,1776.06,Si,,Grup B,Arnau García Ferrer,Si,1979-06-01,46
902,Toni,Martínez,Espanya,Bilbao,25,12,1974,Home,1398.2849999999999,No,1.0,Grup B,Toni Martínez,Si,1974-12-25,51
904,Giulia,Russo,Itàlia,Torí,14,6,2005,Dona,1447.965,Si,,Grup B,Giulia Russo,No,2005-06-14,20
905,Oriol,Sánchez,Espanya,Bilbao,11,9,1989,Home,2189.0249999999996,Si,,Grup B,Oriol Sánchez,Si,1989-09-11,36
909,Carla,López Martínez,Espanya,Madrid,14,10,1962,Altres,1603.215,No,1.0,Grup B,Carla López Martínez,Si,1962-10-14,63
911,Anna,Ferrer Sánchez,Espanya,Barcelona,25,8,1965,,1487.2949999999998,Si,,Grup B,Anna Ferrer Sánchez,Si,1965-08-25,60
917,Núria,García Ferrer,Espanya,Bilbao,11,4,1982,Dona,1819.53,Si,,Grup B,Núria García Ferrer,Si,1982-04-11,43
923,Joan,Romero García,Espanya,València,4,3,1956,Home,2293.56,No,1.0,Grup B,Joan Romero García,Si,1956-03-04,69
925,Oriol,Ferrer,Espanya,Madrid,2,4,1974,Home,1370.34,Si,,Grup B,Oriol Ferrer,Si,1974-04-02,51
927,Sophie,Taylor Smith,Regne Unit,Londres,26,12,2005,Dona,1721.205,No,1.0,Grup B,Sophie Taylor Smith,No,2005-12-26,20
928,Joan,López,Espanya,València,28,3,1995,Home,2227.3199999999997,No,1.0,Grup B,Joan López,Si,1995-03-28,30
932,Valentina,Torres Rojas,Colòmbia,Medellín,22,10,1957,Dona,1491.435,No,1.0,Grup B,Valentina Torres Rojas,No,1957-10-22,68
933,Anna,García,Espanya,València,22,11,1976,Dona,1605.2849999999999,Si,,Grup B,Anna García,Si,1976-11-22,49
936,Anna,López López,Espanya,València,7,7,1988,Dona,1375.5149999999999,Si,,Grup B,Anna López López,Si,1988-07-07,37
937,Pau,Ferrer García,Espanya,Barcelona,21,6,1990,Home,1510.0649999999998,Si,,Grup B,Pau Ferrer García,Si,1990-06-21,35
938,Florencia,Fernández,Argentina,Còrdova,14,10,1979,Dona,1251.3149999999998,No,1.0,Grup B,Florencia Fernández,No,1979-10-14,46
945,Carlos,Ramírez,Mèxic,Guadalajara,21,3,1959,Home,1516.2749999999999,Si,,Grup B,Carlos Ramírez,No,1959-03-21,66
947,Anna,García,Espanya,Barcelona,22,12,1999,Dona,1553.5349999999999,No,1.0,Grup B,Anna García,Si,1999-12-22,26
960,Toni,Romero Romero,Espanya,Madrid,15,2,1984,Altres,1819.53,Si,,Grup B,Toni Romero Romero,Si,1984-02-15,41
970,Salma,Zahraoui,Marroc,Casablanca,18,4,1999,Dona,1213.02,No,1.0,Grup B,Salma Zahraoui,No,1999-04-18,26
971,Eva,Martínez López,Espanya,Barcelona,11,4,1958,Dona,1397.25,No,1.0,Grup B,Eva Martínez López,Si,1958-04-11,67
972,Rui,Silva Silva,Portugal,Lisboa,6,5,1958,Home,1311.3449999999998,No,1.0,Grup B,Rui Silva Silva,No,1958-05-06,67
976,Carla,Romero,Espanya,Madrid,18,3,1964,Dona,1736.7299999999998,Si,,Grup B,Carla Romero,Si,1964-03-18,61
981,Laia,Ferrer,Espanya,Barcelona,2,2,1953,Dona,1441.7549999999999,Si,,Grup B,Laia Ferrer,Si,1953-02-02,72
984,Toni,Romero,Espanya,Barcelona,23,8,2001,Home,2263.5449999999996,No,1.0,Grup B,Toni Romero,Si,2001-08-23,24
988,Marta,López,Espanya,Madrid,13,3,1999,Dona,1227.51,No,1.0,Grup B,Marta López,Si,1999-03-13,26
991,Carla,Ferrer Martínez,Espanya,València,3,5,1992,Dona,1773.9899999999998,No,1.0,Grup B,Carla Ferrer Martínez,Si,1992-05-03,33
994,Toni,Sánchez,Espanya,Madrid,13,3,1976,,1777.0949999999998,Si,,Grup B,Toni Sánchez,Si,1976-03-13,49
995,Marta,Ferrer Ferrer,Espanya,Sevilla,1,6,1951,Dona,1258.56,No,1.0,Grup B,Marta Ferrer Ferrer,Si,1951-06-01,74
