Unnamed: 0,Nom,Cognoms,País d'origen,Ciutat,Dia,Mes,Any,Gènere,Salari mensual,Fills,No Fills,Grup Professional,Nom_Cognom,Nascuda_Espanya,Data de naixament,Edat
398,Laura,Rojas,Colòmbia,Medellín,9,5,1969,Dona,1037.4,No,1.0,Grup A,Laura Rojas,No,1969-05-09,56
399,Arnau,Ferrer Sánchez,Espanya,Bilbao,6,11,1969,Home,1398.6000000000001,Si,,Grup A,Arnau Ferrer Sánchez,Si,1969-11-06,56
400,Carla,Sánchez López,Espanya,Sevilla,11,6,1989,Dona,1135.05,Si,,Grup A,Carla Sánchez López,Si,1989-06-11,36
402,Núria,López,Espanya,Sevilla,5,5,1977,Dona,1075.2,No,1.0,Grup A,Núria López,Si,1977-05-05,48
404,Miguel,Cruz,Mèxic,Guadalajara,28,9,1955,Home,1318.8,Si,,Grup A,Miguel Cruz,No,1955-09-28,70
405,Marc,López Martínez,Espanya,Madrid,18,11,2004,Home,1338.75,Si,,Grup A,Marc López Martínez,Si,2004-11-18,21
407,Pau,López García,Espanya,Sevilla,4,7,1992,Home,1751.4,No,1.0,Grup A,Pau López García,Si,1992-07-04,33
409,Francesca,Ferrari,Itàlia,Torí,25,3,1999,Dona,1097.25,Si,,Grup A,Francesca Ferrari,No,1999-03-25,26
410,Toni,García García,Espanya,Madrid,9,6,1958,Home,1470.0,Si,,Grup A,Toni García García,Si,1958-06-09,67
413,Anna,López,Espanya,Bilbao,17,6,1995,Dona,1396.5,Si,,Grup A,Anna López,Si,1995-06-17,30
414,Toni,Sánchez Sánchez,Espanya,Sevilla,16,7,1950,Home,1358.7,No,1.0,Grup A,Toni Sánchez Sánchez,Si,1950-07-16,75
417,Laia,Ferrer Romero,Espanya,Sevilla,25,8,1951,Dona,1368.15,Si,,Grup A,Laia Ferrer Romero,Si,1951-08-25,74
418,Amina,El Amrani,Marroc,Rabat,25,1,1959,Dona,896.7,Si,,Grup A,Amina El Amrani,No,1959-01-25,67
420,Jordi,Romero García,Espanya,Bilbao,19,12,1984,Home,1611.75,Si,,Grup A,Jordi Romero García,Si,1984-12-19,41
422,Clara,López García,Espanya,València,13,10,1988,Dona,866.25,Si,,Grup A,Clara López García,Si,1988-10-13,37
423,Laura,Castro,Colòmbia,Medellín,19,6,1958,Dona,1558.2,No,1.0,Grup A,Laura Castro,No,1958-06-19,67
424,Clara,Sánchez Ferrer,Espanya,Madrid,21,4,1963,Dona,1390.2,Si,,Grup A,Clara Sánchez Ferrer,Si,1963-04-21,62
425,Matías,Rodríguez,Argentina,Buenos Aires,12,6,1950,,1107.75,No,1.0,Grup A,Matías Rodríguez,No,1950-06-12,75
426,Jordi,Sánchez Ferrer,Espanya,Madrid,2,4,1977,Home,1064.7,No,1.0,Grup A,Jordi Sánchez Ferrer,Si,1977-04-02,48
428,Marc,Martínez García,Espanya,Sevilla,12,3,1965,Home,1664.25,No,1.0,Grup A,Marc Martínez García,Si,1965-03-12,60
437,María,Cruz,Mèxic,Guadalajara,23,6,1978,Dona,783.3000000000001,Si,,Grup A,María Cruz,No,1978-06-23,47
440,Carla,Martínez Sánchez,Espanya,Madrid,6,2,2004,Dona,723.45,Si,,Grup A,Carla Martínez Sánchez,Si,2004-02-06,22
446,Tomás,Gómez,Argentina,Còrdova,19,1,1996,Home,1159.2,Si,,Grup A,Tomás Gómez,No,1996-01-19,30
447,Pau,Castells,Espanya,Bilbao,17,4,1952,,1172.8500000000001,No,1.0,Grup A,Pau Castells,Si,1952-04-17,73
450,Jean,Moreau Girard,França,Marsella,12,11,1989,Home,909.3000000000001,No,1.0,Grup A,Jean Moreau Girard,No,1989-11-12,36
455,Laia,Martínez López,Espanya,València,17,5,1976,Dona,1237.95,Si,,Grup A,Laia Martínez López,Si,1976-05-17,49
459,Anna,Romero,Espanya,València,17,11,1976,Dona,1350.3,No,1.0,Grup A,Anna Romero,Si,1976-11-17,49
460,Daniel,Castro Torres,Colòmbia,Bogotà,5,4,1992,Home,1060.5,Si,,Grup A,Daniel Castro Torres,No,1992-04-05,33
463,Youssef,Fassi El Amrani,Marroc,Rabat,26,5,1968,Home,1044.75,Si,,Grup A,Youssef Fassi El Amrani,No,1968-05-26,57
464,Miguel,Ferreira,Portugal,Porto,19,2,1990,Home,1262.1000000000001,No,1.0,Grup A,Miguel Ferreira,No,1990-02-19,35
465,Inês,Silva Oliveira,Portugal,Porto,11,2,1986,Dona,1000.6500000000001,No,1.0,Grup A,Inês Silva Oliveira,No,1986-02-11,39
466,Marc,García López,Espanya,Madrid,11,8,1963,Home,1075.2,No,1.0,Grup A,Marc García López,Si,1963-08-11,62
468,Daniel,Rojas Castro,Colòmbia,Medellín,7,10,1952,Home,838.95,Si,,Grup A,Daniel Rojas Castro,No,1952-10-07,73
471,Anna,Ferrer,Espanya,Madrid,8,5,1966,Dona,805.35,No,1.0,Grup A,Anna Ferrer,Si,1966-05-08,59
475,Núria,Romero Castells,Espanya,València,10,4,1996,,814.8000000000001,No,1.0,Grup A,Núria Romero Castells,Si,1996-04-10,29
476,Toni,López,Espanya,Barcelona,27,9,1979,,904.0500000000001,No,1.0,Grup A,Toni López,Si,1979-09-27,46
480,Marta,López,Espanya,Bilbao,24,7,1967,Dona,1492.05,No,1.0,Grup A,Marta López,Si,1967-07-24,58
481,Oriol,Ferrer,Espanya,Madrid,9,7,1985,Altres,762.3000000000001,No,1.0,Grup A,Oriol Ferrer,Si,1985-07-09,40
483,Núria,Romero,Espanya,València,11,6,1951,Dona,747.6,No,1.0,Grup A,Núria Romero,Si,1951-06-11,74
484,Inês,Silva,Portugal,Lisboa,20,8,1990,Dona,1177.05,Si,,Grup A,Inês Silva,No,1990-08-20,35
489,Clara,Romero,Espanya,Sevilla,23,3,1999,Dona,795.9,No,1.0,Grup A,Clara Romero,Si,1999-03-23,26
490,Núria,Ferrer,Espanya,Bilbao,17,3,1979,Dona,1279.95,Si,,Grup A,Núria Ferrer,Si,1979-03-17,46
492,Jordi,Castells,Espanya,Barcelona,19,7,1978,Home,1618.0500000000002,No,1.0,Grup A,Jordi Castells,Si,1978-07-19,47
496,Alessia,Russo,Itàlia,Torí,28,11,1954,Dona,1017.45,Si,,Grup A,Alessia Russo,No,1954-11-28,71
497,Florencia,Gómez,Argentina,Còrdova,8,7,1984,,1673.7,No,1.0,Grup A,Florencia Gómez,No,1984-07-08,41
498,Pau,Martínez López,Espanya,València,19,12,1994,Home,1572.9,No,1.0,Grup A,Pau Martínez López,Si,1994-12-19,31
500,Laia,Romero,Espanya,València,18,7,1950,Dona,1057.3500000000001,No,1.0,Grup A,Laia Romero,Si,1950-07-18,75
501,Pau,Sánchez,Espanya,València,26,5,1954,Home,1481.55,No,1.0,Grup A,Pau Sánchez,Si,1954-05-26,71
502,Daniel,Castro,Colòmbia,Medellín,13,10,1956,Home,1267.3500000000001,Si,,Grup A,Daniel Castro,No,1956-10-13,69
504,Jordi,Ferrer,Espanya,Barcelona,28,6,2002,Home,1009.0500000000001,No,1.0,Grup A,Jordi Ferrer,Si,2002-06-28,23
506,Salma,Zahraoui,Marroc,Casablanca,20,12,1971,Dona,1468.95,Si,,Grup A,Salma Zahraoui,No,1971-12-20,54
510,Clara,Castells,Espanya,Madrid,15,3,1981,Dona,1594.95,Si,,Grup A,Clara Castells,Si,1981-03-15,44
512,Eva,García Ferrer,Espanya,València,22,2,1991,Dona,698.25,Si,,Grup A,Eva García Ferrer,Si,1991-02-22,34
516,Pau,Castells,Espanya,Barcelona,14,9,1991,Home,1642.2,No,1.0,Grup A,Pau Castells,Si,1991-09-14,34
517,Joan,Ferrer,Espanya,Bilbao,21,5,1981,,1478.4,No,1.0,Grup A,Joan Ferrer,Si,1981-05-21,44
519,Joan,Martínez Castells,Espanya,Barcelona,22,7,1987,Home,1223.25,No,1.0,Grup A,Joan Martínez Castells,Si,1987-07-22,38
520,Toni,Castells Castells,Espanya,Madrid,20,3,1950,Home,1609.65,No,1.0,Grup A,Toni Castells Castells,Si,1950-03-20,75
522,Carla,Ferrer Castells,Espanya,Sevilla,2,8,1957,Dona,1145.55,Si,,Grup A,Carla Ferrer Castells,Si,1957-08-02,68
523,Toni,Ferrer,Espanya,Barcelona,24,8,1972,Home,1750.3500000000001,Si,,Grup A,Toni Ferrer,Si,1972-08-24,53
525,Jordi,García,Espanya,Barcelona,3,1,1975,Home,1014.3000000000001,Si,,Grup A,Jordi García,Si,1975-01-03,51
526,Francesca,Russo,Itàlia,Torí,9,11,1986,Dona,1411.2,Si,,Grup A,Francesca Russo,No,1986-11-09,39
527,Arnau,Sánchez Martínez,Espanya,Madrid,12,11,2003,Home,804.3000000000001,No,1.0,Grup A,Arnau Sánchez Martínez,Si,2003-11-12,22
528,Amina,Fassi,Marroc,Casablanca,13,12,1971,,1533.0,No,1.0,Grup A,Amina Fassi,No,1971-12-13,54
529,Fatima,Zahraoui El Amrani,Marroc,Rabat,27,1,1986,Dona,1377.6000000000001,No,1.0,Grup A,Fatima Zahraoui El Amrani,No,1986-01-27,40
534,Arnau,Sánchez Sánchez,Espanya,Sevilla,5,7,1974,Home,1559.25,No,1.0,Grup A,Arnau Sánchez Sánchez,Si,1974-07-05,51
535,William,Brown,Regne Unit,Londres,24,2,1991,Home,1046.8500000000001,Si,,Grup A,William Brown,No,1991-02-24,34
536,Marc,Castells,Espanya,Sevilla,20,9,1970,Home,1163.4,Si,,Grup A,Marc Castells,Si,1970-09-20,55
538,Miguel,Oliveira Pereira,Portugal,Porto,19,4,1958,Home,1081.5,No,1.0,Grup A,Miguel Oliveira Pereira,No,1958-04-19,67
539,Joan,Ferrer Castells,Espanya,Madrid,25,10,1967,Home,1311.45,Si,,Grup A,Joan Ferrer Castells,Si,1967-10-25,58
541,Joan,Ferrer,Espanya,Sevilla,19,12,1970,,1062.6000000000001,No,1.0,Grup A,Joan Ferrer,Si,1970-12-19,55
542,Youssef,Zahraoui,Marroc,Casablanca,2,3,1998,Home,1678.95,No,1.0,Grup A,Youssef Zahraoui,No,1998-03-02,27
544,Toni,Castells,Espanya,València,1,5,1960,Home,1715.7,Si,,Grup A,Toni Castells,Si,1960-05-01,65
545,Marc,Ferrer Romero,Espanya,Madrid,9,10,1973,Home,1135.05,No,1.0,Grup A,Marc Ferrer Romero,Si,1973-10-09,52
546,Laura,Schneider,Alemanya,Hamburg,25,1,1957,Dona,1436.4,No,1.0,Grup A,Laura Schneider,No,1957-01-25,69
551,Arnau,Sánchez,Espanya,Barcelona,16,12,1998,Home,1506.75,No,1.0,Grup A,Arnau Sánchez,Si,1998-12-16,27
554,Eva,Ferrer,Espanya,Sevilla,4,11,1990,Dona,1433.25,Si,,Grup A,Eva Ferrer,Si,1990-11-04,35
555,Pau,Sánchez,Espanya,Sevilla,1,2,1953,Home,1088.8500000000001,No,1.0,Grup A,Pau Sánchez,Si,1953-02-01,72
558,Clara,Martínez Romero,Espanya,València,9,7,1973,Dona,1118.25,Si,,Grup A,Clara Martínez Romero,Si,1973-07-09,52
559,Joan,Romero Martínez,Espanya,Barcelona,2,11,1973,Home,1623.3000000000002,Si,,Grup A,Joan Romero Martínez,Si,1973-11-02,52
561,Marta,Castells López,Espanya,Barcelona,9,6,1985,Dona,1509.9,No,1.0,Grup A,Marta Castells López,Si,1985-06-09,40
563,Pau,Ferrer Martínez,Espanya,Barcelona,24,12,1964,Home,895.6500000000001,No,1.0,Grup A,Pau Ferrer Martínez,Si,1964-12-24,61
564,Alessandro,Ferrari,Itàlia,Torí,22,7,2003,Home,1515.15,Si,,Grup A,Alessandro Ferrari,No,2003-07-22,22
565,Laia,Romero Martínez,Espanya,Barcelona,28,5,1964,Dona,1065.75,No,1.0,Grup A,Laia Romero Martínez,Si,1964-05-28,61
568,Jean,Dubois,França,Marsella,24,11,1970,Home,1097.25,No,1.0,Grup A,Jean Dubois,No,1970-11-24,55
569,Arnau,Romero,Espanya,València,24,6,1976,Home,810.6,No,1.0,Grup A,Arnau Romero,Si,1976-06-24,49
570,Olivia,Taylor,Regne Unit,Londres,13,9,1992,,1486.8,Si,,Grup A,Olivia Taylor,No,1992-09-13,33
571,Clara,Sánchez Romero,Espanya,Bilbao,16,3,2004,Dona,1075.2,No,1.0,Grup A,Clara Sánchez Romero,Si,2004-03-16,21
574,João,Oliveira,Portugal,Lisboa,1,7,1979,Home,1339.8,No,1.0,Grup A,João Oliveira,No,1979-07-01,46
575,Florencia,Álvarez,Argentina,Buenos Aires,14,11,1961,Dona,1095.15,No,1.0,Grup A,Florencia Álvarez,No,1961-11-14,64
576,João,Silva,Portugal,Lisboa,2,7,1994,Home,1715.7,No,1.0,Grup A,João Silva,No,1994-07-02,31
578,Marc,Martínez Castells,Espanya,Barcelona,13,5,1979,,1546.65,No,1.0,Grup A,Marc Martínez Castells,Si,1979-05-13,46
582,Joan,Ferrer,Espanya,Sevilla,2,2,1964,Home,1273.65,No,1.0,Grup A,Joan Ferrer,Si,1964-02-02,62
583,Jordi,Martínez Ferrer,Espanya,València,18,2,1972,Altres,816.9000000000001,No,1.0,Grup A,Jordi Martínez Ferrer,Si,1972-02-18,53
584,Anna,Sánchez López,Espanya,Madrid,4,8,1997,Altres,1256.8500000000001,No,1.0,Grup A,Anna Sánchez López,Si,1997-08-04,28
586,Eva,Romero,Espanya,Bilbao,18,7,1967,Dona,1388.1000000000001,No,1.0,Grup A,Eva Romero,Si,1967-07-18,58
587,Pau,Castells Martínez,Espanya,Barcelona,3,1,1985,Home,1304.1000000000001,No,1.0,Grup A,Pau Castells Martínez,Si,1985-01-03,41
590,Jordi,García López,Espanya,Sevilla,6,6,1971,Home,1311.45,Si,,Grup A,Jordi García López,Si,1971-06-06,54
591,Núria,Romero Romero,Espanya,Madrid,3,3,1962,Dona,938.7,No,1.0,Grup A,Núria Romero Romero,Si,1962-03-03,63
592,Gabriela,Cruz,Mèxic,Guadalajara,27,1,1955,Dona,1465.8,No,1.0,Grup A,Gabriela Cruz,No,1955-01-27,71
594,Laia,Castells,Espanya,Madrid,9,8,1977,Dona,1030.05,No,1.0,Grup A,Laia Castells,Si,1977-08-09,48
595,Marta,Martínez,Espanya,Sevilla,17,7,2000,Dona,1256.8500000000001,No,1.0,Grup A,Marta Martínez,Si,2000-07-17,25
596,Arnau,Sánchez,Espanya,Bilbao,23,1,1978,Home,1162.3500000000001,No,1.0,Grup A,Arnau Sánchez,Si,1978-01-23,48
600,Francesca,Conti,Itàlia,Roma,10,8,1955,Dona,850.5,Si,,Grup A,Francesca Conti,No,1955-08-10,70
603,Clara,Sánchez Castells,Espanya,València,6,10,1973,Dona,1225.3500000000001,No,1.0,Grup A,Clara Sánchez Castells,Si,1973-10-06,52
605,Núria,Castells,Espanya,València,16,2,2001,Dona,936.6,No,1.0,Grup A,Núria Castells,Si,2001-02-16,24
607,Marta,Martínez Ferrer,Espanya,València,2,11,2001,Dona,846.3000000000001,No,1.0,Grup A,Marta Martínez Ferrer,Si,2001-11-02,24
608,Núria,Martínez Martínez,Espanya,Bilbao,20,8,2002,Dona,1056.3,No,1.0,Grup A,Núria Martínez Martínez,Si,2002-08-20,23
609,Tiago,Ferreira Pereira,Portugal,Lisboa,15,3,1959,Altres,1326.15,No,1.0,Grup A,Tiago Ferreira Pereira,No,1959-03-15,66
611,Pau,López,Espanya,Madrid,28,12,1971,Home,833.7,Si,,Grup A,Pau López,Si,1971-12-28,54
612,Anna,Ferrer Martínez,Espanya,Bilbao,15,10,1981,Dona,892.5,Si,,Grup A,Anna Ferrer Martínez,Si,1981-10-15,44
613,Oriol,Martínez,Espanya,Sevilla,23,12,1991,Home,843.1500000000001,Si,,Grup A,Oriol Martínez,Si,1991-12-23,34
614,Toni,Martínez López,Espanya,Madrid,4,12,1983,Home,1687.3500000000001,Si,,Grup A,Toni Martínez López,Si,1983-12-04,42
615,Marc,García,Espanya,Madrid,14,7,1977,Home,1678.95,No,1.0,Grup A,Marc García,Si,1977-07-14,48
618,Daniel,Rojas Torres,Colòmbia,Bogotà,20,8,1985,Home,1529.8500000000001,Si,,Grup A,Daniel Rojas Torres,No,1985-08-20,40
619,Carla,López Romero,Espanya,Sevilla,22,4,1954,Dona,1231.65,Si,,Grup A,Carla López Romero,Si,1954-04-22,71
622,Anna,Castells Ferrer,Espanya,Barcelona,8,1,1983,Dona,1568.7,Si,,Grup A,Anna Castells Ferrer,Si,1983-01-08,43
627,Marc,López,Espanya,Sevilla,23,1,1965,Home,884.1,Si,,Grup A,Marc López,Si,1965-01-23,61
630,Jordi,Ferrer Martínez,Espanya,València,12,11,1981,Home,1747.2,No,1.0,Grup A,Jordi Ferrer Martínez,Si,1981-11-12,44
636,Louis,Dubois Girard,França,Lió,21,11,1950,Home,1139.25,No,1.0,Grup A,Louis Dubois Girard,No,1950-11-21,75
638,Oriol,Castells Ferrer,Espanya,València,14,10,1959,Home,1654.8000000000002,Si,,Grup A,Oriol Castells Ferrer,Si,1959-10-14,66
642,Inês,Oliveira Ferreira,Portugal,Lisboa,2,5,1970,Dona,721.35,No,1.0,Grup A,Inês Oliveira Ferreira,No,1970-05-02,55
643,Laia,Ferrer,Espanya,Sevilla,18,6,1988,Dona,994.35,No,1.0,Grup A,Laia Ferrer,Si,1988-06-18,37
646,Camila,Cruz Cruz,Mèxic,Guadalajara,2,1,1952,Dona,880.95,No,1.0,Grup A,Camila Cruz Cruz,No,1952-01-02,74
647,Núria,Martínez Sánchez,Espanya,Madrid,23,5,1967,Dona,959.7,Si,,Grup A,Núria Martínez Sánchez,Si,1967-05-23,58
648,Carla,Ferrer García,Espanya,Madrid,19,12,1960,Dona,1475.25,Si,,Grup A,Carla Ferrer García,Si,1960-12-19,65
649,Toni,Romero,Espanya,Barcelona,7,5,1990,Home,1156.05,No,1.0,Grup A,Toni Romero,Si,1990-05-07,35
651,Jordi,García Martínez,Espanya,Sevilla,7,2,1974,Home,812.7,Si,,Grup A,Jordi García Martínez,Si,1974-02-07,51
652,Alessia,Russo Russo,Itàlia,Torí,18,5,1995,Dona,1220.1000000000001,No,1.0,Grup A,Alessia Russo Russo,No,1995-05-18,30
654,Eva,Romero,Espanya,Madrid,21,1,1972,Dona,1073.1000000000001,Si,,Grup A,Eva Romero,Si,1972-01-21,54
658,Joan,López,Espanya,Barcelona,22,10,1964,Home,1704.15,No,1.0,Grup A,Joan López,Si,1964-10-22,61
660,Joan,García,Espanya,Bilbao,23,6,1960,Home,867.3000000000001,No,1.0,Grup A,Joan García,Si,1960-06-23,65
664,Louis,Dubois Dubois,França,París,22,9,1964,Home,1050.0,No,1.0,Grup A,Louis Dubois Dubois,No,1964-09-22,61
665,Giovanni,Rossi Ferrari,Itàlia,Torí,14,6,1991,Home,1073.1000000000001,No,1.0,Grup A,Giovanni Rossi Ferrari,No,1991-06-14,34
666,Marc,Sánchez,Espanya,Bilbao,3,6,1996,Home,1200.15,Si,,Grup A,Marc Sánchez,Si,1996-06-03,29
667,Francesca,Rossi Russo,Itàlia,Torí,1,9,1994,Dona,1316.7,No,1.0,Grup A,Francesca Rossi Russo,No,1994-09-01,31
668,Anna,Ferrer Romero,Espanya,Sevilla,24,1,2005,Dona,753.9,No,1.0,Grup A,Anna Ferrer Romero,Si,2005-01-24,21
670,Chloé,Moreau,França,Marsella,5,5,1976,Dona,1231.65,Si,,Grup A,Chloé Moreau,No,1976-05-05,49
672,Lucas,Álvarez,Argentina,Buenos Aires,2,8,1978,Home,943.95,Si,,Grup A,Lucas Álvarez,No,1978-08-02,47
674,Carla,López,Espanya,València,27,6,1972,Dona,957.6,No,1.0,Grup A,Carla López,Si,1972-06-27,53
675,Jordi,Ferrer,Espanya,Bilbao,22,5,1960,Home,1391.25,No,1.0,Grup A,Jordi Ferrer,Si,1960-05-22,65
681,Laia,Ferrer,Espanya,Madrid,18,8,1973,Dona,1137.15,Si,,Grup A,Laia Ferrer,Si,1973-08-18,52
684,Andrés,Torres,Colòmbia,Medellín,13,1,1967,Home,1645.3500000000001,No,1.0,Grup A,Andrés Torres,No,1967-01-13,59
685,Joan,Martínez Romero,Espanya,Madrid,19,6,1972,Home,1185.45,Si,,Grup A,Joan Martínez Romero,Si,1972-06-19,53
686,Eva,Castells Romero,Espanya,Bilbao,25,6,1974,Dona,1382.8500000000001,No,1.0,Grup A,Eva Castells Romero,Si,1974-06-25,51
688,Juan,Álvarez,Argentina,Buenos Aires,21,2,1968,Home,931.35,Si,,Grup A,Juan Álvarez,No,1968-02-21,57
689,Valentina,Castro Rojas,Colòmbia,Medellín,8,12,1986,Dona,857.85,Si,,Grup A,Valentina Castro Rojas,No,1986-12-08,39
692,Marc,Romero,Espanya,València,8,6,1957,Home,832.6500000000001,Si,,Grup A,Marc Romero,Si,1957-06-08,68
693,Arnau,Martínez Romero,Espanya,Bilbao,26,8,1997,Home,1501.5,No,1.0,Grup A,Arnau Martínez Romero,Si,1997-08-26,28
694,Eva,Castells Romero,Espanya,Barcelona,13,2,1980,Altres,977.5500000000001,No,1.0,Grup A,Eva Castells Romero,Si,1980-02-13,45
695,Oriol,Martínez,Espanya,València,17,7,1951,Home,1672.65,No,1.0,Grup A,Oriol Martínez,Si,1951-07-17,74
696,Toni,Ferrer,Espanya,Bilbao,7,4,1996,Altres,1332.45,No,1.0,Grup A,Toni Ferrer,Si,1996-04-07,29
702,Marta,Sánchez,Espanya,València,28,10,1980,Dona,1424.8500000000001,Si,,Grup A,Marta Sánchez,Si,1980-10-28,45
703,Carla,López,Espanya,València,4,6,1994,Dona,1043.7,Si,,Grup A,Carla López,Si,1994-06-04,31
711,Oriol,Martínez Sánchez,Espanya,València,3,9,1969,Home,1274.7,Si,,Grup A,Oriol Martínez Sánchez,Si,1969-09-03,56
712,Eva,Martínez Martínez,Espanya,Madrid,16,9,2003,Dona,1355.55,No,1.0,Grup A,Eva Martínez Martínez,Si,2003-09-16,22
717,Núria,López,Espanya,Sevilla,7,6,1956,Dona,1379.7,No,1.0,Grup A,Núria López,Si,1956-06-07,69
719,Pau,Ferrer,Espanya,Sevilla,23,2,1996,Home,1582.3500000000001,Si,,Grup A,Pau Ferrer,Si,1996-02-23,29
720,Laia,Castells Castells,Espanya,Bilbao,3,12,1968,,1396.5,Si,,Grup A,Laia Castells Castells,Si,1968-12-03,57
721,Clara,Castells,Espanya,Barcelona,17,7,1953,Dona,816.9000000000001,No,1.0,Grup A,Clara Castells,Si,1953-07-17,72
723,Oriol,Romero,Espanya,Bilbao,28,3,1959,,958.6500000000001,Si,,Grup A,Oriol Romero,Si,1959-03-28,66
724,Emily,Taylor,Regne Unit,Londres,24,3,1976,Dona,1312.5,Si,,Grup A,Emily Taylor,No,1976-03-24,49
726,Clara,López García,Espanya,Sevilla,18,8,1955,Dona,1037.4,No,1.0,Grup A,Clara López García,Si,1955-08-18,70
728,George,Brown Jones,Regne Unit,Manchester,27,12,1979,Home,1186.5,Si,,Grup A,George Brown Jones,No,1979-12-27,46
729,Arnau,Martínez,Espanya,Bilbao,13,8,1964,Home,1387.05,No,1.0,Grup A,Arnau Martínez,Si,1964-08-13,61
730,Carla,Castells López,Espanya,València,17,10,1966,Dona,1085.7,No,1.0,Grup A,Carla Castells López,Si,1966-10-17,59
733,Joan,García Ferrer,Espanya,Madrid,1,6,1975,Home,840.0,Si,,Grup A,Joan García Ferrer,Si,1975-06-01,50
737,Marc,García,Espanya,Madrid,8,1,1972,Altres,1630.65,No,1.0,Grup A,Marc García,Si,1972-01-08,54
738,Toni,Castells,Espanya,Sevilla,11,5,2004,Home,1420.65,No,1.0,Grup A,Toni Castells,Si,2004-05-11,21
739,Arnau,García,Espanya,Sevilla,10,9,1966,,1291.5,No,1.0,Grup A,Arnau García,Si,1966-09-10,59
743,Joan,Romero Romero,Espanya,Barcelona,3,11,1995,Home,1163.4,Si,,Grup A,Joan Romero Romero,Si,1995-11-03,30
746,Clara,García López,Espanya,València,21,1,1983,Dona,1156.05,Si,,Grup A,Clara García López,Si,1983-01-21,43
747,Clara,Sánchez,Espanya,Barcelona,3,10,1985,Dona,1502.55,No,1.0,Grup A,Clara Sánchez,Si,1985-10-03,40
748,Núria,López,Espanya,Barcelona,28,5,1961,Dona,836.85,Si,,Grup A,Núria López,Si,1961-05-28,64
751,Olivia,Brown Brown,Regne Unit,Manchester,28,8,1952,Altres,1074.15,No,1.0,Grup A,Olivia Brown Brown,No,1952-08-28,73
752,Eva,Sánchez,Espanya,Sevilla,28,6,1958,Altres,738.15,No,1.0,Grup A,Eva Sánchez,Si,1958-06-28,67
754,Miguel,Ramírez,Mèxic,Ciutat de Mèxic,26,4,2005,Home,1748.25,No,1.0,Grup A,Miguel Ramírez,No,2005-04-26,20
755,Khadija,El Amrani,Marroc,Casablanca,13,9,1998,Dona,1192.8,Si,,Grup A,Khadija El Amrani,No,1998-09-13,27
757,Jordi,López,Espanya,Sevilla,18,2,1998,Home,922.95,No,1.0,Grup A,Jordi López,Si,1998-02-18,27
760,Michel,Girard,França,París,12,3,2004,Home,1593.9,Si,,Grup A,Michel Girard,No,2004-03-12,21
761,Valentina,Torres,Colòmbia,Medellín,12,7,1981,Dona,901.95,Si,,Grup A,Valentina Torres,No,1981-07-12,44
762,José,Cruz González,Mèxic,Ciutat de Mèxic,24,10,1983,Home,1501.5,No,1.0,Grup A,José Cruz González,No,1983-10-24,42
764,Eva,García,Espanya,Barcelona,27,10,1960,Dona,760.2,Si,,Grup A,Eva García,Si,1960-10-27,65
765,Camila,Cruz Cruz,Mèxic,Ciutat de Mèxic,19,7,1954,Dona,1356.6000000000001,Si,,Grup A,Camila Cruz Cruz,No,1954-07-19,71
769,Marc,García Romero,Espanya,Bilbao,25,1,2004,Home,1140.3,No,1.0,Grup A,Marc García Romero,Si,2004-01-25,22
770,Anna,Ferrer Castells,Espanya,Bilbao,1,9,1953,Dona,1220.1000000000001,No,1.0,Grup A,Anna Ferrer Castells,Si,1953-09-01,72
771,Anna,Romero,Espanya,Madrid,11,3,1990,Dona,1010.1,No,1.0,Grup A,Anna Romero,Si,1990-03-11,35
774,Laia,López López,Espanya,Bilbao,3,5,1997,Dona,1109.8500000000001,Si,,Grup A,Laia López López,Si,1997-05-03,28
775,Ali,Bennani Fassi,Marroc,Casablanca,14,12,1983,Home,1585.5,No,1.0,Grup A,Ali Bennani Fassi,No,1983-12-14,42
780,Jordi,García Ferrer,Espanya,Sevilla,21,8,1959,Home,1140.3,Si,,Grup A,Jordi García Ferrer,Si,1959-08-21,66
781,Lucía,Álvarez,Argentina,Buenos Aires,10,8,1972,Altres,1198.05,No,1.0,Grup A,Lucía Álvarez,No,1972-08-10,53
786,Marta,Castells López,Espanya,Bilbao,10,1,1964,Dona,1224.3,Si,,Grup A,Marta Castells López,Si,1964-01-10,62
787,Anna,Martínez,Espanya,Sevilla,24,2,1973,Dona,1212.75,No,1.0,Grup A,Anna Martínez,Si,1973-02-24,52
788,Carla,Castells Castells,Espanya,Barcelona,27,3,1977,Dona,1500.45,No,1.0,Grup A,Carla Castells Castells,Si,1977-03-27,48
794,Eva,Martínez,Espanya,València,4,12,1970,Dona,1299.9,No,1.0,Grup A,Eva Martínez,Si,1970-12-04,55
800,Marta,Romero,Espanya,Barcelona,8,4,1957,Dona,724.5,No,1.0,Grup A,Marta Romero,Si,1957-04-08,68
801,Lucía,Fernández Álvarez,Argentina,Còrdova,11,3,1973,Dona,718.2,Si,,Grup A,Lucía Fernández Álvarez,No,1973-03-11,52
802,Eva,García,Espanya,Bilbao,17,3,1997,Dona,1085.7,No,1.0,Grup A,Eva García,Si,1997-03-17,28
803,Carla,Sánchez,Espanya,València,10,6,1981,Dona,754.95,Si,,Grup A,Carla Sánchez,Si,1981-06-10,44
